cd_industry,ds_naics_industry,ds_naics_sector,ds_naics_supersector,ds_naics_domain,cd_sic_code,ds_sic_description,cd_industry_sector
924110,"Air, water, and waste program administration",Public administration,Public administration,Service-providing,9511,"Air, Water, and Solid Waste Management",92
92412,Administration of conservation programs,Public administration,Public administration,Service-providing,,,92
924120,Administration of conservation programs,Public administration,Public administration,Service-providing,9512,"Land, Mineral, and Wildlife Conservation",92
925,Community and housing program administration,Public administration,Public administration,Service-providing,,,92
9251,Community and housing program administration,Public administration,Public administration,Service-providing,,,92
92511,Administration of housing programs,Public administration,Public administration,Service-providing,,,92
925110,Administration of housing programs,Public administration,Public administration,Service-providing,9531,Housing Programs,92
92512,Urban and rural development administration,Public administration,Public administration,Service-providing,,,92
925120,Urban and rural development administration,Public administration,Public administration,Service-providing,9532,Urban and Community Development,92
926,Administration of economic programs,Public administration,Public administration,Service-providing,,,92
9261,Administration of economic programs,Public administration,Public administration,Service-providing,,,92
92611,Administration of general economic programs,Public administration,Public administration,Service-providing,,,92
926110,Administration of general economic programs,Public administration,Public administration,Service-providing,9611,Administration of General Economic Programs,92
92612,Transportation program administration,Public administration,Public administration,Service-providing,,,92
926120,Transportation program administration,Public administration,Public administration,Service-providing,9621,"Regulation, Administration of Transportation",92
92613,Utility regulation and administration,Public administration,Public administration,Service-providing,,,92
926130,Utility regulation and administration,Public administration,Public administration,Service-providing,9631,"Regulation, Administration of Utilities",92
92614,Agricultural market and commodity regulation,Public administration,Public administration,Service-providing,,,92
926140,Agricultural market and commodity regulation,Public administration,Public administration,Service-providing,9641,Regulation of Agricultural Marketing,92
92615,Licensing and regulating commercial sectors,Public administration,Public administration,Service-providing,,,92
926150,Licensing and regulating commercial sectors,Public administration,Public administration,Service-providing,9651,"Regulation, Miscellaneous Commercial Sectors",92
927,Space research and technology,Public administration,Public administration,Service-providing,,,92
9271,Space research and technology,Public administration,Public administration,Service-providing,,,92
92711,Space research and technology,Public administration,Public administration,Service-providing,,,92
927110,Space research and technology,Public administration,Public administration,Service-providing,9661,Space Research and Technology,92
928,National security and international affairs,Public administration,Public administration,Service-providing,,,92
9281,National security and international affairs,Public administration,Public administration,Service-providing,,,92
928110,National security,Public administration,Public administration,Service-providing,9711,National Security,92
92812,International affairs,Public administration,Public administration,Service-providing,,,92
928120,International affairs,Public administration,Public administration,Service-providing,9721,International Affairs,92
999,Unclassified,Unclassified,Unclassified,Service-providing,,,99
9999,Unclassified,Unclassified,Unclassified,Service-providing,,,99
